gene_symbol,gene_biotype
ENSG00000286603,lncRNA
ENSG00000287295,lncRNA
ENSG00000287993,lncRNA
LINC01898,lncRNA
ENSG00000266460,lncRNA
ENSG00000275827,processed_pseudogene
ENSG00000264108,lncRNA
ENSG00000263547,lncRNA
ENSG00000266743,lncRNA
LINC01893,lncRNA
ENSG00000264595,lncRNA
ENSG00000266014,lncRNA
ENSG00000265717,lncRNA
ENSG00000264212,lncRNA
ENSG00000266614,lncRNA
ZNF516,protein_coding
ENSG00000263982,lncRNA
ENSG00000280205,TEC
ZNF516-AS1,lncRNA
ZNF516-DT,lncRNA
LINC00683,lncRNA
ENSG00000286090,lncRNA
LINC01927,lncRNA
LINC01879,lncRNA
ARL2BPP1,processed_pseudogene
CCND3P2,processed_pseudogene
ENSG00000265626,processed_pseudogene
ZNF236-DT,lncRNA
RNU6-346P,snRNA
ENSG00000278107,lncRNA
ZNF236,protein_coding
RPL26P35,processed_pseudogene
ENSG00000265261,processed_pseudogene
ENSG00000266844,lncRNA
MBP,protein_coding
ENSG00000279811,TEC
ENSG00000287680,lncRNA
ENSG00000275178,lncRNA
ENSG00000279433,TEC
ENSG00000278330,lncRNA
ENSG00000265844,lncRNA
GALR1,protein_coding
ENSG00000264015,lncRNA
ENSG00000199392,snoRNA
BDP1P,processed_pseudogene
ENSG00000264693,lncRNA
ENSG00000271702,processed_pseudogene
ENSG00000286727,lncRNA
RNA5SP461,rRNA_pseudogene
LINC01029,lncRNA
ENSG00000264334,lncRNA
RNU6-655P,snRNA
ENSG00000266213,lncRNA
ENSG00000265644,lncRNA
ENSG00000265378,lncRNA
ENSG00000266273,lncRNA
ENSG00000266586,lncRNA
ENSG00000265101,lncRNA
ENSG00000287758,lncRNA
LINC01896,lncRNA
SALL3,protein_coding
ATP9B,protein_coding
ENSG00000279416,TEC
ENSG00000267655,lncRNA
ENSG00000279474,TEC
ENSG00000286245,lncRNA
ENSG00000267628,lncRNA
ENSG00000267015,lncRNA
ENSG00000279077,TEC
NFATC1,protein_coding
ENSG00000279637,TEC
ENSG00000286186,lncRNA
ENSG00000275186,lncRNA
ENSG00000279981,TEC
ENSG00000279397,TEC
ENSG00000286296,lncRNA
ENSG00000267287,lncRNA
ENSG00000267409,lncRNA
CTDP1-DT,lncRNA
ENSG00000274828,lncRNA
CTDP1,protein_coding
ENSG00000266901,lncRNA
ENSG00000266924,lncRNA
ENSG00000267780,lncRNA
KCNG2,protein_coding
ENSG00000278075,lncRNA
SLC66A2,protein_coding
ENSG00000287879,lncRNA
HSBP1L1,protein_coding
TXNL4A,protein_coding
ENSG00000267127,protein_coding
RBFA,protein_coding
RBFADN,lncRNA
SLC25A6P4,processed_pseudogene
ADNP2,protein_coding
PARD6G-AS1,lncRNA
PARD6G,protein_coding
ENSG00000278000,lncRNA
ENSG00000267251,lncRNA
WASH5P,transcribed_processed_pseudogene
ENSG00000282542,TEC
ENSG00000282798,TEC
ENSG00000282807,lncRNA
MIR1302-11,miRNA
FAM138F,lncRNA
OR4G3P,unprocessed_pseudogene
ENSG00000290363,lncRNA
OR4G1P,transcribed_unprocessed_pseudogene
OR4F17,protein_coding
WBP1LP11,processed_pseudogene
OR4F8P,unprocessed_pseudogene
ENSG00000282535,lncRNA
ENSG00000290384,lncRNA
SEPTIN14P19,transcribed_unprocessed_pseudogene
CICP19,processed_pseudogene
ENSG00000282416,processed_pseudogene
ENSG00000282051,transcribed_processed_pseudogene
LINC01002,lncRNA
ENSG00000282339,transcribed_processed_pseudogene
RNU6-1076P,snRNA
ENSG00000282393,lncRNA
PLPP2,protein_coding
ENSG00000267124,lncRNA
MIER2,protein_coding
THEG,protein_coding
ENSG00000286667,lncRNA
ENSG00000267443,lncRNA
C2CD4C,protein_coding
SHC2,protein_coding
RNA5SP462,rRNA_pseudogene
ODF3L2,protein_coding
MADCAM1,protein_coding
MADCAM1-AS1,lncRNA
TPGS1,protein_coding
CDC34,protein_coding
GZMM,protein_coding
BSG-AS1,lncRNA
BSG,protein_coding
HCN2,protein_coding
ENSG00000267036,processed_pseudogene
POLRMT,protein_coding
ENSG00000261204,lncRNA
FGF22,protein_coding
RNF126,protein_coding
ENSG00000267666,lncRNA
FSTL3,protein_coding
PRSS57,protein_coding
RPS2P52,processed_pseudogene
PALM,protein_coding
MISP,protein_coding
ENSG00000272473,lncRNA
LINC01836,lncRNA
PTBP1,protein_coding
MIR4745,miRNA
PLPPR3,protein_coding
MIR3187,miRNA
AZU1,protein_coding
PRTN3,protein_coding
ELANE,protein_coding
CFD,protein_coding
MED16,protein_coding
RNU6-9,snRNA
R3HDM4,protein_coding
KISS1R,protein_coding
ARID3A,protein_coding
ENSG00000267159,lncRNA
ENSG00000275162,lncRNA
WDR18,protein_coding
ENSG00000266990,lncRNA
GRIN3B,protein_coding
TMEM259,protein_coding
ENSG00000274177,lncRNA
RNU6-2,snRNA
CNN2,protein_coding
ENSG00000279753,TEC
ABCA7,protein_coding
ARHGAP45,protein_coding
POLR2E,protein_coding
GPX4,protein_coding
SBNO2,protein_coding
ENSG00000290166,lncRNA
STK11,protein_coding
HMGB2P1,transcribed_processed_pseudogene
CBARP,protein_coding
CBARP-DT,lncRNA
ATP5F1D,protein_coding
ENSG00000288704,lncRNA
MIDN,protein_coding
CIRBP,protein_coding
CIRBP-AS1,lncRNA
FAM174C,protein_coding
EFNA2,protein_coding
RPS15P9,processed_pseudogene
ENSG00000267372,lncRNA
PWWP3A,protein_coding
ENSG00000279488,TEC
ENSG00000267755,lncRNA
NDUFS7,protein_coding
ENSG00000280486,lncRNA
ENSG00000248015,lncRNA
GAMT,protein_coding
DAZAP1,protein_coding
RPS15,protein_coding
ENSG00000268798,lncRNA
APC2,protein_coding
ENSG00000267317,lncRNA
C19orf25,protein_coding
PCSK4,protein_coding
REEP6,protein_coding
ADAMTSL5,protein_coding
PLK5,protein_coding
ENSG00000267092,lncRNA
MEX3D,protein_coding
RN7SL477P,misc_RNA
MBD3,protein_coding
ENSG00000279009,TEC
ENSG00000267059,protein_coding
UQCR11,protein_coding
TCF3,protein_coding
RNU6-1223P,snRNA
ENSG00000267073,lncRNA
ONECUT3,protein_coding
ATP8B3,protein_coding
REXO1,protein_coding
ENSG00000267007,lncRNA
MIR1909,miRNA
ENSG00000267244,lncRNA
ENSG00000267125,lncRNA
KLF16,protein_coding
ENSG00000267141,lncRNA
ENSG00000261526,lncRNA
ENSG00000267232,lncRNA
ABHD17A,protein_coding
SCAMP4,protein_coding
ADAT3,protein_coding
CSNK1G2,protein_coding
CSNK1G2-AS1,lncRNA
BTBD2,protein_coding
ENSG00000267283,lncRNA
ENSG00000279653,TEC
ENSG00000275468,processed_pseudogene
ENSG00000267180,transcribed_processed_pseudogene
MKNK2,protein_coding
MOB3A,protein_coding
IZUMO4,protein_coding
AP3D1,protein_coding
DOT1L,protein_coding
ENSG00000267122,lncRNA
PLEKHJ1,protein_coding
MIR1227,miRNA
MIR6789,miRNA
SF3A2,protein_coding
AMH,protein_coding
MIR4321,miRNA
JSRP1,protein_coding
OAZ1,protein_coding
ENSG00000273734,protein_coding
PEAK3,protein_coding
LINGO3,protein_coding
ENSG00000288156,lncRNA
ENSG00000286880,lncRNA
LSM7,protein_coding
SPPL2B,protein_coding
TMPRSS9,protein_coding
TIMM13,protein_coding
LMNB2,protein_coding
MIR7108,miRNA
LINC01775,lncRNA
GADD45B,protein_coding
RNU6-993P,snRNA
GNG7,protein_coding
ELOCP28,processed_pseudogene
RN7SL121P,misc_RNA
ENSG00000267412,lncRNA
MIR7850,miRNA
ENSG00000267214,lncRNA
ENSG00000267749,lncRNA
ENSG00000276097,lncRNA
DIRAS1,protein_coding
ENSG00000267001,protein_coding
ENSG00000286460,lncRNA
ENSG00000261342,lncRNA
SLC39A3,protein_coding
SGTA,protein_coding
THOP1,protein_coding
ZNF554,protein_coding
ZNF555,protein_coding
ENSG00000267063,lncRNA
ENSG00000287766,lncRNA
ZNF556,protein_coding
ENSG00000267398,processed_pseudogene
ENSG00000266938,processed_pseudogene
ZNF57,protein_coding
ENSG00000253392,lncRNA
ZNF77,protein_coding
ENSG00000279452,TEC
ENSG00000288906,lncRNA
TLE6,protein_coding
TLE2,protein_coding
ENSG00000267469,lncRNA
TLE5,protein_coding
GNA11,protein_coding
ENSG00000267139,lncRNA
ENSG00000267688,lncRNA
ENSG00000266944,processed_pseudogene
GNA15,protein_coding
GNA15-DT,lncRNA
S1PR4,protein_coding
ENSG00000289471,lncRNA
NCLN,protein_coding
CELF5,protein_coding
ENSG00000267448,lncRNA
NFIC,protein_coding
ENSG00000280103,TEC
ENSG00000279599,TEC
SMIM24,protein_coding
SMIM44,protein_coding
DOHH,protein_coding
FZR1,protein_coding
ENSG00000252408,snoRNA
MFSD12,protein_coding
TEKTIP1,protein_coding
ENSG00000267436,lncRNA
ENSG00000267231,lncRNA
ENSG00000279590,TEC
ENSG00000266959,processed_pseudogene
HMG20B,protein_coding
GIPC3,protein_coding
TBXA2R,protein_coding
CACTIN-AS1,lncRNA
CACTIN,protein_coding
PIP5K1C,protein_coding
ENSG00000267304,lncRNA
TJP3,protein_coding
APBA3,protein_coding
ENSG00000267205,lncRNA
ENSG00000267138,lncRNA
MRPL54,protein_coding
RAX2,protein_coding
ENSG00000267148,unprocessed_pseudogene
MATK,protein_coding
ZFR2,protein_coding
FTLP5,processed_pseudogene
ATCAY,protein_coding
RN7SL202P,misc_RNA
ENSG00000289254,lncRNA
NMRK2,protein_coding
DAPK3,protein_coding
MIR637,miRNA
EEF2,protein_coding
SNORD37,snoRNA
PIAS4,protein_coding
ZBTB7A,protein_coding
ENSG00000268670,lncRNA
MAP2K2,protein_coding
CREB3L3,protein_coding
SIRT6,protein_coding
ANKRD24,protein_coding
EBI3,protein_coding
ENSG00000280247,TEC
YJU2,protein_coding
SHD,protein_coding
TMIGD2,protein_coding
FSD1,protein_coding
STAP2,protein_coding
ENSG00000269425,lncRNA
MPND,protein_coding
ENSG00000269807,lncRNA
EIF1P6,unprocessed_pseudogene
ENSG00000269318,lncRNA
SH3GL1,protein_coding
ENSG00000267980,lncRNA
CHAF1A,protein_coding
ENSG00000267255,lncRNA
UBXN6,protein_coding
MIR4746,miRNA
ENSG00000267030,lncRNA
ENSG00000280239,TEC
ENSG00000267769,lncRNA
ENSG00000267011,lncRNA
HDGFL2,protein_coding
PLIN4,protein_coding
PLIN5,protein_coding
ENSG00000267385,protein_coding
LRG1,protein_coding
SEMA6B,protein_coding
ENSG00000267408,unprocessed_pseudogene
TNFAIP8L1,protein_coding
MYDGF,protein_coding
ENSG00000268565,lncRNA
DPP9,protein_coding
DPP9-AS1,lncRNA
ENSG00000287884,lncRNA
MIR7-3HG,lncRNA
MIR7-3,miRNA
ENSG00000268536,lncRNA
FEM1A,protein_coding
ENSG00000269604,lncRNA
ENSG00000290068,lncRNA
TICAM1,protein_coding
ENSG00000267484,lncRNA
PLIN3,protein_coding
ARRDC5,protein_coding
UHRF1,protein_coding
MIR4747,miRNA
KDM4B,protein_coding
PTPRS,protein_coding
PTPRS-AS1,lncRNA
RPL32P34,processed_pseudogene
ENSG00000274447,lncRNA
ZNRF4,protein_coding
TINCR,protein_coding
SNRPEP4,processed_pseudogene
SAFB2,protein_coding
SAFB,protein_coding
RPL36,protein_coding
MICOS13,protein_coding
HSD11B1L,protein_coding
LONP1,protein_coding
CATSPERD,protein_coding
PRR22,protein_coding
ENSG00000267157,protein_coding
DUS3L,protein_coding
NRTN,protein_coding
ENSG00000289543,lncRNA
FUT6,protein_coding
FUT3,protein_coding
ENSG00000267709,lncRNA
FUT5,protein_coding
ENSG00000267740,protein_coding
NDUFA11,protein_coding
ENSG00000266941,lncRNA
ENSG00000267314,protein_coding
VMAC,protein_coding
ENSG00000267571,lncRNA
CAPS,protein_coding
RANBP3,protein_coding
RANBP3-DT,lncRNA
RFX2,protein_coding
ENSG00000267262,lncRNA
ENSG00000267589,processed_pseudogene
ENSG00000267299,lncRNA
ACSBG2,protein_coding
ENSG00000267415,transcribed_processed_pseudogene
ENSG00000284490,unprocessed_pseudogene
MLLT1,protein_coding
ENSG00000267563,lncRNA
ENSG00000280394,TEC
ACER1,protein_coding
ENSG00000269802,lncRNA
CLPP,protein_coding
ALKBH7,protein_coding
PSPN,protein_coding
GTF2F1,protein_coding
ENSG00000269444,lncRNA
MIR6885,miRNA
MIR6790,miRNA
ENSG00000214347,transcribed_unitary_pseudogene
KHSRP,protein_coding
MIR3940,miRNA
SLC25A41,protein_coding
SLC25A23,protein_coding
CRB3,protein_coding
DENND1C,protein_coding
ENSG00000275234,lncRNA
TUBB4A,protein_coding
ENSG00000268203,lncRNA
ENSG00000268191,lncRNA
TNFSF9,protein_coding
ENSG00000268742,processed_pseudogene
CLIC4P2,processed_pseudogene
CD70,protein_coding
RPL7P50,processed_pseudogene
TNFSF14,protein_coding
C3,protein_coding
ENSG00000276980,lncRNA
GPR108,protein_coding
MIR6791,miRNA
TRIP10,protein_coding
ENSG00000269680,lncRNA
SH2D3A,protein_coding
VAV1,protein_coding
ADGRE1,protein_coding
ENSG00000280091,TEC
ENSG00000269385,unprocessed_pseudogene
ENSG00000290427,lncRNA
ENSG00000268845,lncRNA
ADGRE4P,transcribed_unprocessed_pseudogene
ENSG00000269761,processed_pseudogene
ENSG00000283679,processed_pseudogene
MBD3L2B,protein_coding
MBD3L5,protein_coding
MBD3L4,protein_coding
MBD3L2,protein_coding
MBD3L3,protein_coding
ZNF557,protein_coding
INSR,protein_coding
ARHGEF18,protein_coding
ARHGEF18-AS1,lncRNA
PEX11G,protein_coding
TEX45,protein_coding
ENSG00000267952,protein_coding
ZNF358,protein_coding
ENSG00000269371,lncRNA
MCOLN1,protein_coding
ENSG00000268614,protein_coding
PNPLA6,protein_coding
CAMSAP3,protein_coding
MIR6792,miRNA
XAB2,protein_coding
PET100,protein_coding
ENSG00000268400,protein_coding
PCP2,protein_coding
ENSG00000268204,lncRNA
STXBP2,protein_coding
RPS27AP19,processed_pseudogene
RETN,protein_coding
MCEMP1,protein_coding
ENSG00000269711,protein_coding
TRAPPC5,protein_coding
FCER2,protein_coding
CLEC4G,protein_coding
ENSG00000288669,protein_coding
CD209,protein_coding
RPL21P129,processed_pseudogene
CLEC4M,protein_coding
CLEC4GP1,unprocessed_pseudogene
ENSG00000290088,lncRNA
EXOSC3P2,processed_pseudogene
EVI5L,protein_coding
PRR36,protein_coding
ENSG00000268120,lncRNA
LYPLA2P2,processed_pseudogene
LRRC8E,protein_coding
ENSG00000214248,lncRNA
MAP2K7,protein_coding
ENSG00000268149,lncRNA
TGFBR3L,protein_coding
ENSG00000260500,lncRNA
SNAPC2,protein_coding
CTXN1,protein_coding
ENSG00000269139,lncRNA
TIMM44,protein_coding
ENSG00000286138,lncRNA
ELAVL1,protein_coding
ENSG00000269813,lncRNA
ENSG00000289255,lncRNA
ENSG00000267939,lncRNA
CCL25,protein_coding
FBN3,protein_coding
ENSG00000269651,unprocessed_pseudogene
CERS4,protein_coding
ENSG00000271717,lncRNA
CD320,protein_coding
ENSG00000167774,protein_coding
NDUFA7,protein_coding
RPS28,protein_coding
KANK3,protein_coding
ENSG00000268884,processed_pseudogene
ANGPTL4,protein_coding
RAB11B-AS1,lncRNA
MIR4999,miRNA
RAB11B,protein_coding
MARCHF2,protein_coding
ENSG00000268931,lncRNA
ENSG00000279827,TEC
HNRNPM,protein_coding
PRAM1,protein_coding
ZNF414,protein_coding
MYO1F,protein_coding
ENSG00000268618,lncRNA
ADAMTS10,protein_coding
ENSG00000267986,lncRNA
NFILZ,protein_coding
ENSG00000279426,TEC
ACTL9,protein_coding
OR2Z1,protein_coding
RPL23AP78,processed_pseudogene
ENSG00000268922,processed_pseudogene
ZNF558,protein_coding
ENSG00000269300,lncRNA
MBD3L1,protein_coding
ENSG00000269400,lncRNA
MUC16,protein_coding
BOLA3P2,processed_pseudogene
OR1M4P,unprocessed_pseudogene
OR1M1,protein_coding
OR7G2,protein_coding
OR7G1,protein_coding
OR7G15P,unprocessed_pseudogene
OR7G3,protein_coding
ZNF317,protein_coding
OR7D2,protein_coding
ELOCP29,processed_pseudogene
OR7E16P,unprocessed_pseudogene
ENSG00000290821,lncRNA
OR7E25P,transcribed_unprocessed_pseudogene
OR7D4,protein_coding
OR7D1P,unprocessed_pseudogene
OR7E24,protein_coding
OR7E18P,unprocessed_pseudogene
OR7E19P,transcribed_unprocessed_pseudogene
ENSG00000290719,lncRNA
OR7H1P,unprocessed_pseudogene
ZNF699,protein_coding
ENSG00000267510,lncRNA
ZNF559,protein_coding
ZNF559-ZNF177,protein_coding
ENSG00000270614,processed_pseudogene
ZNF177,protein_coding
ENSG00000283108,lncRNA
ZNF266,protein_coding
ENSG00000287275,lncRNA
ZNF560,protein_coding
ENSG00000267273,lncRNA
ENSG00000287960,lncRNA
ENSG00000260112,processed_pseudogene
ZNF426,protein_coding
ZNF426-DT,lncRNA
ZNF121,protein_coding
ZNF561,protein_coding
ZNF561-AS1,lncRNA
ZNF562,protein_coding
RPS4XP22,processed_pseudogene
ZNF812P,transcribed_unprocessed_pseudogene
ENSG00000291231,lncRNA
ENSG00000277587,lncRNA
ENSG00000267490,unprocessed_pseudogene
ENSG00000267612,lncRNA
ZNF846,protein_coding
ENSG00000267370,unprocessed_pseudogene
UBE2L4,processed_pseudogene
ENSG00000266950,lncRNA
FBXL12,protein_coding
RPL10P15,processed_pseudogene
UBL5,protein_coding
PIN1-DT,lncRNA
PIN1,protein_coding
OLFM2,protein_coding
COL5A3,protein_coding
ENSG00000267650,lncRNA
RDH8,protein_coding
C3P1,transcribed_unprocessed_pseudogene
MIR5589,miRNA
SHFL,protein_coding
ENSG00000267387,lncRNA
ANGPTL6,protein_coding
PPAN-P2RY11,protein_coding
PPAN,protein_coding
SNORD105,snoRNA
SNORD105B,snoRNA
P2RY11,protein_coding
EIF3G,protein_coding
DNMT1,protein_coding
S1PR2,protein_coding
MIR4322,miRNA
MRPL4,protein_coding
LIMASI,lncRNA
ENSG00000267105,lncRNA
ICAM1,protein_coding
ICAM4-AS1,lncRNA
ICAM4,protein_coding
ICAM5,protein_coding
ZGLP1,protein_coding
ENSG00000167807,protein_coding
FDX2,protein_coding
ENSG00000267303,protein_coding
RAVER1,protein_coding
ENSG00000274425,lncRNA
ICAM3,protein_coding
TYK2,protein_coding
CDC37,protein_coding
MIR1181,miRNA
PDE4A,protein_coding
KEAP1,protein_coding
ENSG00000267197,lncRNA
S1PR5,protein_coding
ATG4D,protein_coding
RNU7-140P,snRNA
MIR1238,miRNA
KRI1,protein_coding
CDKN2D,protein_coding
AP1M2,protein_coding
ENSG00000271010,processed_pseudogene
SLC44A2,protein_coding
ILF3-DT,lncRNA
ILF3,protein_coding
QTRT1,protein_coding
DNM2,protein_coding
MIR638,miRNA
MIR4748,miRNA
MIR199A1,miRNA
MIR6793,miRNA
TMED1,protein_coding
C19orf38,protein_coding
HIKESHIP2,processed_pseudogene
CARM1,protein_coding
YIPF2,protein_coding
TIMM29,protein_coding
SMARCA4,protein_coding
ENSG00000266936,lncRNA
RN7SL192P,misc_RNA
ENSG00000278643,misc_RNA
LDLR,protein_coding
MIR6886,miRNA
SPC24,protein_coding
KANK2,protein_coding
DOCK6,protein_coding
ENSG00000267082,lncRNA
ENSG00000279807,TEC
ENSG00000273733,lncRNA
ANGPTL8,protein_coding
ENSG00000267174,lncRNA
TSPAN16,protein_coding
RAB3D,protein_coding
ENSG00000267576,lncRNA
TMEM205,protein_coding
CCDC159,protein_coding
PLPPR2,protein_coding
ENSG00000267277,lncRNA
SWSAP1,protein_coding
EPOR,protein_coding
RGL3,protein_coding
ODAD3,protein_coding
PRKCSH,protein_coding
ELAVL3,protein_coding
ENSG00000267477,protein_coding
ZNF653,protein_coding
MIR7974,miRNA
ECSIT,protein_coding
RN7SL833P,misc_RNA
ENSG00000213304,processed_pseudogene
ENSG00000213303,processed_pseudogene
CNN1,protein_coding
ELOF1,protein_coding
ZNF627,protein_coding
ACP5,protein_coding
GAPDHP76,unprocessed_pseudogene
ENSG00000197332,lncRNA
ZNF887P,transcribed_unprocessed_pseudogene
HNRNPA1P10,processed_pseudogene
ENSG00000289985,lncRNA
ENSG00000290463,lncRNA
ZNF833P,transcribed_unprocessed_pseudogene
ZNF823,protein_coding
ENSG00000266922,lncRNA
ENSG00000220949,unprocessed_pseudogene
ZNF441,protein_coding
ENSG00000267646,lncRNA
ZNF491,protein_coding
ZNF440,protein_coding
ENSG00000267089,lncRNA
ZNF439,protein_coding
ENSG00000278897,TEC
ZNF69,protein_coding
ZNF700,protein_coding
ENSG00000267179,protein_coding
ENSG00000267274,lncRNA
ZNF763,protein_coding
ZNF433-AS1,lncRNA
ENSG00000286098,protein_coding
RNA5SP464,rRNA_pseudogene
ZNF433,protein_coding
ENSG00000257355,protein_coding
RNA5SP465,rRNA_pseudogene
ZNF878,protein_coding
ZNF844,protein_coding
RNA5SP466,rRNA_pseudogene
ENSG00000286132,protein_coding
ENSG00000290812,lncRNA
ZNF788P,transcribed_unprocessed_pseudogene
ZNF20,protein_coding
RSL24D1P8,processed_pseudogene
RNA5SP467,rRNA_pseudogene
ZNF625-ZNF20,protein_coding
RPL17P47,transcribed_processed_pseudogene
ZNF625,protein_coding
ZNF136,protein_coding
ENSG00000291101,lncRNA
ENSG00000234773,transcribed_unprocessed_pseudogene
ZNF44,protein_coding
ENSG00000213293,processed_pseudogene
ENSG00000234750,processed_pseudogene
ZNF563,protein_coding
ZNF442,protein_coding
RPS29P23,processed_pseudogene
ENSG00000268744,lncRNA
ENSG00000248406,transcribed_unprocessed_pseudogene
ZNF799,protein_coding
ENSG00000268870,protein_coding
ZNF443,protein_coding
ENSG00000269755,protein_coding
ENSG00000234848,lncRNA
ZNF709,protein_coding
ENSG00000196826,protein_coding
MTND2P40,unprocessed_pseudogene
MTCO1P27,unprocessed_pseudogene
MTCO2P27,unprocessed_pseudogene
MTATP6P27,unprocessed_pseudogene
PPIAP20,processed_pseudogene
ZNF564,protein_coding
ENSG00000269693,protein_coding
ENSG00000269560,lncRNA
LINC02926,lncRNA
PGK1P2,processed_pseudogene
ZNF490,protein_coding
ZNF791,protein_coding
RPL10P16,processed_pseudogene
ENSG00000269242,protein_coding
MAN2B1,protein_coding
ENSG00000269590,protein_coding
WDR83,protein_coding
ENSG00000285589,protein_coding
WDR83OS,protein_coding
ENSG00000285583,lncRNA
DHPS,protein_coding
ENSG00000268945,lncRNA
GNG14,protein_coding
FBXW9,protein_coding
ENSG00000267791,lncRNA
TNPO2,protein_coding
SNORD41,snoRNA
ENSG00000267004,lncRNA
TRIR,protein_coding
GET3,protein_coding
BEST2,protein_coding
HOOK2,protein_coding
ENSG00000267212,lncRNA
MIR5684,miRNA
JUNB,protein_coding
PRDX2,protein_coding
ENSG00000267062,lncRNA
THSD8,protein_coding
RNASEH2A,protein_coding
RTBDN,protein_coding
ENSG00000267424,lncRNA
MAST1,protein_coding
MIR6794,miRNA
DNASE2,protein_coding
ENSG00000267735,lncRNA
KLF1,protein_coding
GCDH,protein_coding
RPS6P25,processed_pseudogene
SYCE2,protein_coding
MIR5695,miRNA
FARSA,protein_coding
FARSA-AS1,lncRNA
CALR,protein_coding
MIR6515,miRNA
ENSG00000267458,lncRNA
RAD23A,protein_coding
GADD45GIP1,protein_coding
DAND5,protein_coding
NFIX,protein_coding
ENSG00000267417,lncRNA
ENSG00000267610,lncRNA
ENSG00000279044,TEC
LYL1,protein_coding
TRMT1,protein_coding
NACC1,protein_coding
ENSG00000266897,lncRNA
ENSG00000267512,lncRNA
STX10,protein_coding
IER2,protein_coding
ENSG00000287296,lncRNA
ENSG00000267598,lncRNA
RPL12P42,processed_pseudogene
CACNA1A,protein_coding
YJU2B,protein_coding
MRI1,protein_coding
ENSG00000267633,lncRNA
C19orf53,protein_coding
ZSWIM4,protein_coding
ENSG00000267582,lncRNA
RN7SL619P,misc_RNA
MIR23AHG,lncRNA
MIR24-2,miRNA
MIR27A,miRNA
MIR23A,miRNA
NANOS3,protein_coding
MIR181C,miRNA
MIR181D,miRNA
BRME1,protein_coding
CC2D1A,protein_coding
PODNL1,protein_coding
DCAF15,protein_coding
RFX1,protein_coding
ENSG00000275091,lncRNA
RLN3,protein_coding
ENSG00000267670,lncRNA
IL27RA,protein_coding
PALM3,protein_coding
EEF1DP1,processed_pseudogene
MISP3,protein_coding
MIR1199,miRNA
C19orf67,protein_coding
SAMD1,protein_coding
PRKACA,protein_coding
SMIM46,protein_coding
ENSG00000267783,lncRNA
ASF1B,protein_coding
ADGRL1-AS1,lncRNA
ADGRL1,protein_coding
RN7SL231P,misc_RNA
ENSG00000287254,lncRNA
ENSG00000267723,lncRNA
ENSG00000267406,lncRNA
LINC01841,lncRNA
LINC01842,lncRNA
ADGRE5,protein_coding
ENSG00000267379,lncRNA
DDX39A,protein_coding
PKN1,protein_coding
ENSG00000267474,lncRNA
PTGER1,protein_coding
GIPC1,protein_coding
SNRPGP15,processed_pseudogene
DNAJB1,protein_coding
TECR,protein_coding
MIR639,miRNA
NDUFB7,protein_coding
CLEC17A,protein_coding
RN7SL337P,misc_RNA
RN7SL842P,misc_RNA
ADGRE3,protein_coding
ITGB1P1,processed_pseudogene
ENSG00000275432,processed_pseudogene
ZNF333,protein_coding
ADGRE2,protein_coding
OR7C1,protein_coding
TMEM167AP2,processed_pseudogene
OR7A5,protein_coding
OR7A10,protein_coding
OR7A8P,unprocessed_pseudogene
ENSG00000290701,lncRNA
OR7A2P,transcribed_unprocessed_pseudogene
OR7A17,protein_coding
OR7A18P,unprocessed_pseudogene
ENSG00000290507,lncRNA
OR7A1P,transcribed_unprocessed_pseudogene
OR7A3P,unprocessed_pseudogene
OR7A11P,unprocessed_pseudogene
OR7A15P,unprocessed_pseudogene
OR7C2,protein_coding
SLC1A6,protein_coding
CCDC105,protein_coding
CASP14,protein_coding
OR1I1,protein_coding
SYDE1,protein_coding
ILVBL,protein_coding
ILVBL-AS1,lncRNA
OR10B1P,unprocessed_pseudogene
RNU6-782P,snRNA
NOTCH3,protein_coding
MIR6795,miRNA
ENSG00000269635,lncRNA
EPHX3,protein_coding
BRD4,protein_coding
ENSG00000290008,lncRNA
ENSG00000270802,processed_pseudogene
ENSG00000273218,lncRNA
AKAP8,protein_coding
ENSG00000268189,lncRNA
AKAP8L,protein_coding
ENSG00000279203,TEC
ENSG00000279716,TEC
WIZ,protein_coding
MIR1470,miRNA
RASAL3,protein_coding
PGLYRP2,protein_coding
CYP4F22,protein_coding
ENSG00000269765,unprocessed_pseudogene
CYP4F23P,transcribed_unprocessed_pseudogene
ENSG00000290595,lncRNA
ENSG00000267135,processed_pseudogene
RPL23AP2,processed_pseudogene
ENSG00000266951,lncRNA
CYP4F8,protein_coding
CYP4F3,protein_coding
CYP4F10P,unprocessed_pseudogene
CYP4F12,protein_coding
OR10H2,protein_coding
OR10H3,protein_coding
CYP4F24P,unprocessed_pseudogene
ENSG00000268673,lncRNA
OR10H5,protein_coding
OR10H1,protein_coding
ZNF861P,transcribed_unprocessed_pseudogene
ENSG00000288618,lncRNA
LINC01764,lncRNA
UCA1,lncRNA
ENSG00000273782,misc_RNA
CLEC4OP,lncRNA
CYP4F36P,unprocessed_pseudogene
CYP4F2,protein_coding
ENSG00000267218,processed_pseudogene
ENSG00000279717,TEC
ENSG00000267056,processed_pseudogene
CYP4F11,protein_coding
OR10H4,protein_coding
CYP4F9P,unprocessed_pseudogene
LINC00661,lncRNA
ENSG00000280412,TEC
LINC00905,lncRNA
SNX33P1,processed_pseudogene
ENSG00000277766,unprocessed_pseudogene
OR1AB1P,unprocessed_pseudogene
LINC01855,lncRNA
TPM4,protein_coding
ENSG00000279198,TEC
ENSG00000267373,lncRNA
